batch_id,dataset,task,image,exp_id,psnr,ssim,lpips,nfe_total,time_total_s
20260816_232827_ffhq_batch,ffhq,super_resolution,00000.png,20260816_232857_super_resolution_ffhq_00000,28.845465027657667,0.8672006726264954,0.08496307581663132,330,25.852928638458252
20260816_232827_ffhq_batch,ffhq,super_resolution,00001.png,20260816_232926_super_resolution_ffhq_00001,27.858262554149263,0.8235343098640442,0.09942284971475601,330,26.647831201553345
20260816_232827_ffhq_batch,ffhq,super_resolution,00002.png,20260816_232953_super_resolution_ffhq_00002,29.68891603362598,0.8402132987976074,0.1622503250837326,330,24.286908864974976
20260816_232827_ffhq_batch,ffhq,super_resolution,00003.png,20260816_233023_super_resolution_ffhq_00003,28.164284087204386,0.862396240234375,0.09283408522605896,330,26.354130744934082
20260816_232827_ffhq_batch,ffhq,super_resolution,00004.png,20260816_233053_super_resolution_ffhq_00004,23.12689998959228,0.7670750617980957,0.1763242781162262,330,26.681544303894043
20260816_232827_ffhq_batch,ffhq,super_resolution,00005.png,20260816_233122_super_resolution_ffhq_00005,27.77111880040597,0.8213300704956055,0.15750373899936676,330,27.046335220336914
20260816_232827_ffhq_batch,ffhq,super_resolution,00006.png,20260816_233154_super_resolution_ffhq_00006,28.460827310228844,0.8738436698913574,0.11343122273683548,330,27.1343252658844
20260816_232827_ffhq_batch,ffhq,super_resolution,00007.png,20260816_233222_super_resolution_ffhq_00007,26.40302765205517,0.778338611125946,0.1202268972992897,330,26.549647092819214
20260816_232827_ffhq_batch,ffhq,super_resolution,00008.png,20260816_233253_super_resolution_ffhq_00008,28.04566899179784,0.8073650002479553,0.12148217856884003,330,25.02230191230774
20260816_232827_ffhq_batch,ffhq,super_resolution,00009.png,20260816_233325_super_resolution_ffhq_00009,27.759932940228914,0.8724367618560791,0.12039177864789963,330,26.856879711151123
20260816_232827_ffhq_batch,ffhq,super_resolution,00010.png,20260816_233356_super_resolution_ffhq_00010,25.164392736065825,0.8368369936943054,0.11374326795339584,330,26.462533950805664
20260816_232827_ffhq_batch,ffhq,super_resolution,00011.png,20260816_233437_super_resolution_ffhq_00011,26.238741877860107,0.8491325378417969,0.10377048701047897,330,35.831170320510864
20260816_232827_ffhq_batch,ffhq,super_resolution,00012.png,20260816_233519_super_resolution_ffhq_00012,26.90104531825966,0.8863348960876465,0.08734744042158127,330,36.82891368865967
20260816_232827_ffhq_batch,ffhq,super_resolution,00013.png,20260816_233554_super_resolution_ffhq_00013,24.754904423896452,0.823645293712616,0.09187687188386917,330,31.516019344329834
20260816_232827_ffhq_batch,ffhq,super_resolution,00014.png,20260816_233628_super_resolution_ffhq_00014,27.16399848959916,0.8006194233894348,0.115846186876297,330,31.287307739257812
20260816_232827_ffhq_batch,ffhq,super_resolution,00015.png,20260816_233704_super_resolution_ffhq_00015,28.71813501978221,0.8740116953849792,0.11434930562973022,330,32.841145038604736
20260816_232827_ffhq_batch,ffhq,super_resolution,00016.png,20260816_233738_super_resolution_ffhq_00016,28.93792055806482,0.8395689129829407,0.11329052597284317,330,32.10781216621399
20260816_232827_ffhq_batch,ffhq,super_resolution,00017.png,20260816_233812_super_resolution_ffhq_00017,29.156490909326102,0.8990573883056641,0.08135172724723816,330,31.866854667663574
20260816_232827_ffhq_batch,ffhq,super_resolution,00018.png,20260816_233850_super_resolution_ffhq_00018,27.517684927063538,0.8341771960258484,0.10488207638263702,330,33.03099322319031
20260816_232827_ffhq_batch,ffhq,super_resolution,00019.png,20260816_233928_super_resolution_ffhq_00019,27.65689779114704,0.8731200098991394,0.08384986221790314,330,33.910961389541626
