batch_id,dataset,task,image,exp_id,psnr,ssim,lpips,nfe_total,time_total_s
20260816_183840_ffhq_batch,ffhq,super_resolution,00000.png,20260816_183904_super_resolution_ffhq_00000,28.7898002710724,0.866093099117279,0.09980107843875885,330,20.95558476448059
20260816_183840_ffhq_batch,ffhq,super_resolution,00001.png,20260816_183926_super_resolution_ffhq_00001,27.503352529429886,0.7932916283607483,0.10633464902639389,330,20.11916208267212
20260816_183840_ffhq_batch,ffhq,super_resolution,00002.png,20260816_183947_super_resolution_ffhq_00002,29.588070342887015,0.8454745411872864,0.16053327918052673,330,20.254253387451172
20260816_183840_ffhq_batch,ffhq,super_resolution,00003.png,20260816_184009_super_resolution_ffhq_00003,27.62106936611202,0.8470373749732971,0.0717432051897049,330,20.60860562324524
20260816_183840_ffhq_batch,ffhq,super_resolution,00004.png,20260816_184030_super_resolution_ffhq_00004,23.18304075291281,0.7637488842010498,0.1885518729686737,330,19.18206262588501
20260816_183840_ffhq_batch,ffhq,super_resolution,00005.png,20260816_184051_super_resolution_ffhq_00005,27.978862494558353,0.8182057738304138,0.17579244077205658,330,20.1895694732666
20260816_183840_ffhq_batch,ffhq,super_resolution,00006.png,20260816_184113_super_resolution_ffhq_00006,28.020498152277405,0.8613496422767639,0.1248193308711052,330,19.908971309661865
20260816_183840_ffhq_batch,ffhq,super_resolution,00007.png,20260816_184134_super_resolution_ffhq_00007,26.335658325907744,0.7853204607963562,0.12697505950927734,330,19.661581993103027
20260816_183840_ffhq_batch,ffhq,super_resolution,00008.png,20260816_184156_super_resolution_ffhq_00008,27.608914048640585,0.7948351502418518,0.11575029790401459,330,19.68916606903076
20260816_183840_ffhq_batch,ffhq,super_resolution,00009.png,20260816_184216_super_resolution_ffhq_00009,27.27006141466571,0.8621582984924316,0.12540096044540405,330,18.927080869674683
20260816_183840_ffhq_batch,ffhq,super_resolution,00010.png,20260816_184237_super_resolution_ffhq_00010,24.389688054833634,0.8167056441307068,0.10873007774353027,330,20.088635683059692
20260816_183840_ffhq_batch,ffhq,super_resolution,00011.png,20260816_184300_super_resolution_ffhq_00011,25.988608060738013,0.8488430976867676,0.11679612845182419,330,20.460996627807617
20260816_183840_ffhq_batch,ffhq,super_resolution,00012.png,20260816_184322_super_resolution_ffhq_00012,26.317357179698302,0.8774804472923279,0.10858103632926941,330,20.18250584602356
20260816_183840_ffhq_batch,ffhq,super_resolution,00013.png,20260816_184343_super_resolution_ffhq_00013,24.51009229137931,0.8261745572090149,0.0908602699637413,330,19.488717794418335
20260816_183840_ffhq_batch,ffhq,super_resolution,00014.png,20260816_184404_super_resolution_ffhq_00014,26.490345954375066,0.778095543384552,0.1168200746178627,330,19.514874696731567
20260816_183840_ffhq_batch,ffhq,super_resolution,00015.png,20260816_184425_super_resolution_ffhq_00015,28.2114270324441,0.8660563826560974,0.12392231076955795,330,20.060359001159668
20260816_183840_ffhq_batch,ffhq,super_resolution,00016.png,20260816_184447_super_resolution_ffhq_00016,28.6938820288777,0.8200876712799072,0.11212467402219772,330,19.915122509002686
20260816_183840_ffhq_batch,ffhq,super_resolution,00017.png,20260816_184508_super_resolution_ffhq_00017,29.136327946843913,0.895538866519928,0.09584356844425201,330,19.800066232681274
20260816_183840_ffhq_batch,ffhq,super_resolution,00018.png,20260816_184528_super_resolution_ffhq_00018,27.476953808112867,0.8285999894142151,0.12489471584558487,330,19.23873209953308
20260816_183840_ffhq_batch,ffhq,super_resolution,00019.png,20260816_184550_super_resolution_ffhq_00019,27.499105600121283,0.8655217289924622,0.0910954475402832,330,20.161935329437256
