batch_id,dataset,task,image,exp_id,psnr,ssim,lpips,nfe_total,time_total_s
20260815_173547_ffhq_batch,ffhq,super_resolution,00000.png,20260815_173617_super_resolution_ffhq_00000,29.574420311073524,0.8782212734222412,0.10223722457885742,330,26.124382972717285
20260815_173547_ffhq_batch,ffhq,super_resolution,00001.png,20260815_173647_super_resolution_ffhq_00001,28.038408298215284,0.8327493667602539,0.10757418721914291,330,25.35923457145691
20260815_173547_ffhq_batch,ffhq,super_resolution,00002.png,20260815_173714_super_resolution_ffhq_00002,29.81980748822586,0.851477324962616,0.1349392831325531,330,25.441003799438477
20260815_173547_ffhq_batch,ffhq,super_resolution,00003.png,20260815_173741_super_resolution_ffhq_00003,28.561169221508248,0.868758499622345,0.07536449283361435,330,24.926473379135132
20260815_173547_ffhq_batch,ffhq,super_resolution,00004.png,20260815_173809_super_resolution_ffhq_00004,23.225760309753042,0.7679699063301086,0.194777250289917,330,25.45214819908142
20260815_173547_ffhq_batch,ffhq,super_resolution,00005.png,20260815_173836_super_resolution_ffhq_00005,27.78805829873152,0.8139466643333435,0.16287237405776978,330,25.128522157669067
20260815_173547_ffhq_batch,ffhq,super_resolution,00006.png,20260815_173903_super_resolution_ffhq_00006,28.256971000434064,0.8704164624214172,0.11045391857624054,330,24.203741312026978
20260815_173547_ffhq_batch,ffhq,super_resolution,00007.png,20260815_173930_super_resolution_ffhq_00007,26.15269542003215,0.7879931330680847,0.12593643367290497,330,24.664186239242554
20260815_173547_ffhq_batch,ffhq,super_resolution,00008.png,20260815_173957_super_resolution_ffhq_00008,28.493200781418643,0.8191956877708435,0.10845290124416351,330,25.478332042694092
20260815_173547_ffhq_batch,ffhq,super_resolution,00009.png,20260815_174028_super_resolution_ffhq_00009,28.02420584232841,0.8792583346366882,0.12478628754615784,330,25.695117712020874
20260815_173547_ffhq_batch,ffhq,super_resolution,00010.png,20260815_174050_super_resolution_ffhq_00010,24.77200633324149,0.8360507488250732,0.10969001054763794,330,19.923200368881226
20260815_173547_ffhq_batch,ffhq,super_resolution,00011.png,20260815_174118_super_resolution_ffhq_00011,26.73888458695954,0.8642508387565613,0.10325442999601364,330,25.874619960784912
20260815_173547_ffhq_batch,ffhq,super_resolution,00012.png,20260815_174146_super_resolution_ffhq_00012,26.979007388232045,0.8893734812736511,0.09795650839805603,330,25.662988424301147
20260815_173547_ffhq_batch,ffhq,super_resolution,00013.png,20260815_174214_super_resolution_ffhq_00013,24.48476030140022,0.8252297043800354,0.09187829494476318,330,25.987040281295776
20260815_173547_ffhq_batch,ffhq,super_resolution,00014.png,20260815_174243_super_resolution_ffhq_00014,27.598669928921048,0.8100709915161133,0.12131765484809875,330,26.408854961395264
20260815_173547_ffhq_batch,ffhq,super_resolution,00015.png,20260815_174311_super_resolution_ffhq_00015,29.462315405237803,0.8844931125640869,0.14951741695404053,330,24.916218757629395
20260815_173547_ffhq_batch,ffhq,super_resolution,00016.png,20260815_174340_super_resolution_ffhq_00016,28.962693085455548,0.8360673785209656,0.12392333894968033,330,25.29248023033142
20260815_173547_ffhq_batch,ffhq,super_resolution,00017.png,20260815_174408_super_resolution_ffhq_00017,29.857727102969186,0.9127163887023926,0.07933394610881805,330,24.774105072021484
20260815_173547_ffhq_batch,ffhq,super_resolution,00018.png,20260815_174435_super_resolution_ffhq_00018,27.56586022105005,0.8261808753013611,0.12362451106309891,330,25.314987897872925
20260815_173547_ffhq_batch,ffhq,super_resolution,00019.png,20260815_174503_super_resolution_ffhq_00019,27.83764706123221,0.8820465207099915,0.07748357951641083,330,25.745919942855835
